越生町,埼玉県,https://www.town.ogose.saitama.jp/kinkyu/corona/1585890172281.html,新型コロナウイルス感染症の発生に伴い納税が困難な方に対する猶予制度について／越生町ホームページ,新型コロナウイルス感染症の発生に伴い納税が困難な方に対する猶予制度について／越生町ホームページ 新型コロナウイルスに関するお知らせ 新型コロナウイルス感染症の発生に伴い納税が困難な方に対する猶予制度について 新型コロナウイルス感染症の発生に伴い納税が困難な方に対する猶予制度について 新型コロナウイルス感染症の影響により、令和2年4月以降に納期を迎える町税等を納付することが困難な場合、税務課に申請することで猶予が認められる場合があります。 新型コロナウイルス感染症の患者が発生した施設で消毒作業が行われたことにより、備品や棚卸資産を廃棄した場合。 納税者ご本人又は生計を同じにするご家族が新型コロナウイルス感染症にり患した場合。 新型コロナウイルス感染症の影響により予約キャンセル等が相次いだため、やむを得ず事業を休止、又は廃止した場合。 新型コロナウイルス感染症の影響により、予約キャンセル等が相次いだため、事業に著しい損失が生じた場合。 新型コロナウイルスに関するお知らせ 新型コロナウイルス感染症に関する町長メッセージ 新型コロナウイルス感染症について 新型コロナウイルス感染症対策本部の設置について 新型コロナウイルス感染症の影響に伴う町内公共施設の利用休止及び制限について（4月30日更新） 新型コロナウイルス感染症の発生に伴い納税が困難な方に対する猶予制度について 新型コロナウィルス感染症の影響により水道料金等のお支払いが困難な方へ 新型コロナウイルス感染症に関する事業者の支援について
札幌市,北海道,https://www.city.sapporo.jp/kinkyu/seikatsushien/202003/index.html,生活支援ガイド／札幌市,ホーム&gt;新型コロナウイルス感染症について&gt;生活支援ガイド 生活支援ガイドは、新型コロナウイルス感染症により、生活に不安を抱える市民の皆様に対し、総合的・一体的に支援等の情報を提供するものです。 2.誤報や新型コロナウイルス感染症に便乗した消費者トラブルに関する注意事項 令和2年4月20日、「新型コロナウイルス感染症緊急経済対策」が閣議決定され、感染拡大防止に留意しつつ、簡素な仕組みで迅速かつ的確に家計への支援を行うため、特別定額給付金（仮称）事業が実施されることになりました。 「新型コロナウイルス感染症緊急経済対策」（令和2年4月20日閣議決定）において、「新型インフルエンザ等対策特別措置法の緊急事態宣言の下、生活の維持に必要な場合を除き、外出を自粛し、人と人との接触を最大限削減する必要がある。医療現場をはじめとして全国各地のあらゆる現場で取り組んでおられる方々への敬意と感謝の気持ちを持ち、人々が連帯して一致団結し、見えざる敵との闘いという国難を克服しなければならない」と示されており、感染拡大防止に留意しつつ、簡素な仕組みで迅速かつ的確に家計への支援を行います。 2.誤報や新型コロナウイルス感染症に便乗した消費者トラブルに関する注意事項 現在、「感染者が出歩いている」、「〇〇がコロナに効く」といった一部の誤った情報がSNSなどインターネット上で見受けられます。 新型コロナウイルス感染症に便乗した悪質商法について 札幌市消費者センター消費生活相談室では、新型コロナウイルス感染症に便乗した悪質商法、架空請求などについての相談を受け付けています。 ※現在新型コロナウイルス感染症拡大防止のため、可能な限りお電話でのご相談にご協力くださいますようお願いいたします。 〇新型コロナ感染症の影響による労働相談（解雇・休業関係など）窓口 〇新型コロナ感染症に係る特別就業専門窓口 〇新型コロナ感染症に係る労働問題・社会保険の社会保険労務士相談窓口 北海道でも新型コロナウイルスの感染が広がり、学校の臨時休校で友達に会えなくなってしまった、子供の預け先がなく仕事を休ませざるを得ない、非正規の女性の仕事や収入が減っている、生活の見通しが立たないなどの緊急時ならではの悩みや不安に対応することを目的に期間限定で実施。 新型コロナウイルスの影響を受け、休業や収入の減少、失業等により生活資金にお困りの方 特別児童扶養手当及び心身障害者扶養共済制度の請求・届出については、通常、窓口での手続きとさせていただいていますが、新型コロナウイルス感染症拡大防止のため、当面の間、郵送による手続きも対応しております。個々の状況により必要な書類が異なりますので、お手続きの詳細につきまして、まずは右記までお問い合わせください。 &nbsp;特別障害者手当、障害児福祉手当及び経過的福祉手当の請求・届出については、通常、窓口での手続きとさせていただいていますが、新型コロナウイルス感染症拡大防止のため、当面の間、郵送による手続きも対応しております。個々の状況により必要な書類が異なりますので、お手続きの詳細につきまして、まずは右記までお問い合わせください。 このうち、新型コロナウイルス感染症の発生に伴い、子どもが在籍する保育所や学校等の臨時休業、事業所等の休業などにより保護者の就業環境が変化して、一時的に就労収入が減少し、日常生活に支障をきたす場合に活用が可能なものの一つとして「生活資金」があります。 また、子を扶養していない寡婦及び40歳以上の配偶者のいない女子については、前年の所得金額が203万6千円を超える場合は、貸付けを行っておりませんが、新型コロナウイルス感染症の影響により生活の状態が著しく窮迫していると認められる事情があるときには、貸し付け対象となる場合があります。 児童手当、児童扶養手当及び災害遺児手当の請求・届出については、通常、窓口での手続きとさせていただいていますが、新型コロナウイルス感染症拡大防止のため、当面の間、郵送による手続きも対応しております。個々の状況により必要な書類が異なりますので、お手続きの詳細につきまして、まずは右記までお問い合わせください。 コロナウィルス感染症の影響で収入が大きく減少したなどにより保育料のお支払いがお困りの方は、減免できる場合がありますので、詳細については、右記までお問い合わせください。 新型コロナウイルス感染症にり患された方 新型コロナウイルス感染症の影響により税の納付が困難となった方 新型コロナウイルスの影響により事業等に係る収入に相当の減少があった場合は、一定の要件に該当する場合に1年間、徴収の猶予を受けることができます。担保の提供は不要です。延滞金もかかりません。詳細については、右記までお問い合わせください。 軽自動車税（種別割）に係る障がいのある方などの減免申請につきましては、これまで窓口での申請をお願いしておりましたが、新型コロナウイルス感染症の拡大防止のため郵送での申請を受付いたします。 新型コロナウイルス感染症の影響により各種介護サービスに必要な費用を負担することが困難な方 新型コロナウイルス感染症の影響により、各種介護サービスに必要な費用を負担することが困難であると市町村が認めた要介護被保険者が受ける介護給付について、1割から3割の利用者負担割合を、市町村が定めた割合まで減免することができる場合があります。詳細については、右記までお問い合わせください。 国保加入の届出は、事実が発生した日から14日以内に届出する必要があるとされていますが、新型コロナウイルス感染症予防のため、繁忙期の区役所への来庁を避けたことにより届出期間を経過してしまった場合については、期間内の届出と同様の取扱いといたします。 国保脱退の届出や保険証再交付の届出は、原則区役所へ来庁の上届出いただく必要がありましたが、今般の新型コロナウイルス感染症の感染拡大を受け、郵送による届出を可能といたします。郵送で行う場合は下記書類をお住いの区の区役所保険年金課保険係へお送りください。 医療費助成制度（子ども医療・ひとり親家庭等医療・重度心身障がい者医療）の各種申請・届出については、通常、窓口での手続きとさせていただいておりますが、新型コロナウイルス感染症拡大防止のため、当面の間、郵送による手続きも対応しております。 新型コロナウイルス感染症の影響により保険料の納付が困難となった方 新型コロナウイルス感染症の影響により、保険料を納付期限までに納付することが困難である場合、納付の期限について一定期間猶予できる場合があります。詳細については、右記までお問い合わせください。 新型コロナウイルス感染症の影響により、受診する指定自立支援医療機関の変更手続きを事前に行うことが困難であった場合に限り、受診後の変更手続きを認めます。詳細については、右記までお問い合わせください。 各種資金について、貸付けを受けた方が、新型コロナウイルス感染症の影響により支払期日に償還を行うことが著しく困難になった場合には、償還金の支払いを猶予する制度があります。 新型コロナウイルス感染症の影響を踏まえた生活福祉資金貸付制度における緊急小口資金・総合支援資金の特例貸付を受けた方 新型コロナウイルス関連肺炎の流行による影響を受け、厳しい経営環境に置かれている市内の中小企業者等に対し、資金調達の円滑化と返済財源の負担軽減を図るため、「新型コロナウイルス対応支援資金」を創設しました。 新型コロナウイルス関連肺炎の流行により直接または間接の影響を受け、原則として最近1か月間の売上高等が前年同月比10％以上減少しており、かつその後2か月間を含む3か月間の売上高等が前年同期比10％以上減少することが見込まれる者 新型コロナウイルス感染症に伴う中小企業信用保険法第2条第5項第4号の規定による認定を受けた者（経営安定関連保証4号を利用する場合） 新型コロナウイルス感染症に伴う中小企業信用保険法第2条第6項の規定による認定を受けた者（危機関連保証を利用する場合）
遊佐町,山形県,http://www.town.yuza.yamagata.jp/industry/work/6a0dkoyousyoureikinn.html,【受付終了】新型コロナウイルス感染症対策第一次緊急経済支援事業（助成金）※事業所向け &mdash; 遊佐町,【受付終了】新型コロナウイルス感染症対策第一次緊急経済支援事業（助成金）※事業所向け&mdash;遊佐町 【受付終了】新型コロナウイルス感染症対策第一次緊急経済支援事業（助成金）※事業所向け 【受付終了】新型コロナウイルス感染症対策第一次緊急経済支援事業（助成金）※事業所向け 新型コロナウイルスの感染拡大により、地域経済の衰退が危惧されることから、町内の地域産業・地域経済の維持を図るため、緊急支援策として、事業所が被った減額、損害に対して助成金を交付します。本助成金の受付は、終了いたしました。第二次の緊急経済支援事業につきましては、内容が決定次第、ご案内いたします。&nbsp;助成対象者町内に本社を有し、観光宿泊業、飲食業、小売業を営んでいる者&nbsp;助成対象期間令和２年２月～３月&nbsp;助成対象内容【下記の何れかを該当する場合】（１）対象期間の売上金が前年同期比概ね２５％以上減額となった際の減額支援（２）旅行・宿泊等のキャンセルや各種会合等の中止又は規模縮小に伴う減額、損害支援【助成金額】〈予算の範囲内で交付〉※下記の何れかを選択①対象期間の上下水道料金相当額②事業所が被った減額、損害、中止又は規模縮小に伴う損害額の３０％（上限）申請書類（共通）・助成金交付申請書（１）の場合・売上金が前年同期比概ね２５％以上減額となった内容がわかる書類・計算書・対象期間の前年同期３ヶ月分の売上金（比較資料）（２）の場合・対象期間の旅行・宿泊等キャンセルや各種会合等中止又は規模縮小となった減額（損害）内容がわかる書類・計算書（例）キャンセルの状況、予約状況がわかる予約表（申込表）と中止、がわかるもの等・対象期間の前年同期３ヶ月分の売上金（比較資料）申請期限令和２年４月１５日まで&nbsp;申請方法&nbsp;&nbsp;申請書他必要書類を産業課産業創造係へ（郵送でも可）&nbsp;その他※「第一次」としては、現状で減額、損害が明確なものを対象とすることとし、令和２年４月以降影響が出てくると想定されるものついては、今後「第二次」としての支援制度を検討します。&nbsp;提出書類様式〇遊佐町新型コロナウイルス感染症対策第一次緊急経済支援助成金交付申請書【様式ダウンロード】【参考】遊佐町新型コロナウイルス感染症対策第一次緊急経済支援助成金交付要綱【ダウンロード】&nbsp; 【受付終了】新型コロナウイルス感染症対策第一次緊急経済支援事業（助成金）※事業所向け
成田市,千葉県,https://www.city.narita.chiba.jp/kurashi/page0114_00002.html,新型コロナウイルス感染症の影響により市税の納付が困難な方に対する猶予制度について｜成田市,新型コロナウイルス感染症の影響により市税の納付が困難な方に対する猶予制度について｜成田市 ホームくらし・手続き税金市税等の滞納について新型コロナウイルス感染症の影響により市税の納付が困難な方に対する猶予制度について くらし・手続き新型コロナウイルス感染症の影響により市税の納付が困難な方に対する猶予制度について ツイート 新型コロナウイルス感染症の影響により市税の納付が困難な方に対する猶予制度について 新型コロナウイルス感染症の発生に伴い地方税法等の一部を改正する法律が施行され、徴収の猶予の特例が制度化されました。 新型コロナウイルス感染症の影響により、事業等に係る収入に相当の減少があり、市税を一時に納付することが困難となる場合は、納税者からの申請に基づき、1年間、地方税の徴収の猶予を受けることができるようになります。 新型コロナウイルスの影響により、令和2年2月以降の任意の期間（1か月以上）において、事業等に係る収入が前年同期に比べて概ね20％以上減少していること。 新型コロナウイルス感染症の影響により納税が困難な方へ（国税庁）（外部リンク）
中島村,福島県,http://www.vill-nakajima.jp/page/page000601.html,新型コロナウィルスの影響を受けた中小企業の中小企業の皆様へ&nbsp;|&nbsp;中島村公式ホームページ,新型コロナウィルスの影響を受けた中小企業の中小企業の皆様へ&nbsp;|&nbsp;中島村公式ホームページ 新型コロナウィルスの影響を受けた中小企業の中小企業の皆様へ 新型コロナウィルスの影響を受けた中小企業の中小企業の皆様へ 新型コロナウィルスの影響を受けた中小企業の中小企業の皆様へ 福島県では、新型コロナウイルス感染症により事業活動に影響を受けている県内中小企業者の皆様への資金繰り支援として、信用保証協会の別枠保証（セーフティネット保証4号・5号）を活用した中小企業制度資金『新型コロナウイルス対策特別資金』を新たに創設しました。 セーフティネット保証制度4号並びに5号に新型コロナウィルス感染症対策が指定されました&lt;中小企業庁ＨＰ&gt; 福島県『新型コロナウイルス対策特別資金』&lt;福島県ＨＰ&gt;（外部リンク）
土浦市,茨城県,https://www.city.tsuchiura.lg.jp/page/page013408.html,住居確保給付金（家賃補助）の支給対象が拡大されます&nbsp;|&nbsp;土浦市公式ホームページ,新型コロナウイルス感染症関連情報 新型コロナウィルス感染症の影響により収入減少・失業等された方々へ 新型コロナウィルス感染症の影響により収入減少・失業等された方々へ生活費の貸付けのご案内
直方市,福岡県,https://www.city.nogata.fukuoka.jp/kyoikubunka/_2472/_8702.html,直方市公式ホームページ｜【期間再延長】＜公共施設＞休館・使用料の返金のお知らせ（新型コロナウイルス感染症対策）,直方市公式ホームページ｜【期間再延長】＜公共施設＞休館・使用料の返金のお知らせ（新型コロナウイルス感染症対策） ホーム&gt;教育・文化&gt;生涯学習&gt;【期間再延長】＜公共施設＞休館・使用料の返金のお知らせ（新型コロナウイルス感染症対策） 【期間再延長】＜公共施設＞休館・使用料の返金のお知らせ（新型コロナウイルス感染症対策） 【期間再延長】＜公共施設＞休館・使用料の返金のお知らせ（新型コロナウイルス感染症対策） 新型コロナウイルス感染症の感染・拡大防止のため、各施設についての休館期間を、
白子町,千葉県,https://www.town.shirako.lg.jp/0000002775.html,新型コロナウイルスの感染拡大に伴う白子町コミニティ・プラント使用料のお支払い猶予 | 白子町,新型コロナウイルスの感染拡大に伴う白子町コミニティ・プラント使用料のお支払い猶予|白子町 新型コロナウイルスの感染拡大に伴う白子町コミニティ・プラント使用料のお支払い猶予 新型コロナウイルス感染拡大に伴う白子町コミニティ・プラント使用料のお支払い猶予について 新型コロナウイルス感染拡大に伴い、一時的にコミニティ・プラント使用料のお支払いについて、下記のとおりお支払いの猶予をいたします。 今回のコロナウイルス感染拡大に伴う影響により収入が減少している場合など一時的にコミニティ・プラント使用料のお支払いが困難となった方※個人、法人すべてのお客様が対象納入通知書により使用料をお支払いいただいている方
中央区,東京都,https://www.city.chuo.lg.jp/sigoto/happy/keizai_taisaku.html,新型コロナウイルス感染症の影響に伴う緊急経済対策について　中央区ホームページ,新型コロナウイルス感染症の影響に伴う緊急経済対策について中央区ホームページ 新型コロナウイルス感染症の影響に伴う緊急経済対策について 新型コロナウイルス感染症の影響に伴う緊急経済対策について 新型コロナウイルス感染症の影響に伴う緊急経済対策について、令和2年度発行予定の区内共通買物券（ハッピー買物券）の事業規模を飛躍的に拡充することを決定しました。詳細は以下のとおりです。 新型コロナウイルス感染拡大防止に向けた本区の対応方針について（5月1日更新） 新型コロナウイルス感染症に関する情報 新型コロナウイルス感染症の影響に伴う緊急経済対策について
愛知県,,https://www.pref.aichi.jp/soshiki/kinyu/kinyu0228.html,新型コロナウイルス感染症の影響を受けている中小企業者に対する金融支援（セーフティネット保証4号の指定）について - 愛知県,新型コロナウイルス感染症の影響を受けている中小企業者に対する金融支援（セーフティネット保証4号の指定）について-愛知県 ホーム&gt;組織でさがす&gt;中小企業金融課&gt;新型コロナウイルス感染症の影響を受けている中小企業者に対する金融支援（セーフティネット保証4号の指定）について 新型コロナウイルス感染症の影響を受けている中小企業者に対する金融支援（セーフティネット保証4号の指定）について ※今回は、新型コロナウイルス感染症の発生が突発的事由の発生に当たるもの。セーフティネット保証４号発動について本県を含む全国４７都道府県を指定地域としてセーフティネット保証４号が発動することとなり、２０２０年３月２日（月）の国の告示後に各市区町村の認定が始まります。県融資制度「経済環境適応資金サポート資金【セーフティネット】」の融資対象者拡大「経済環境適応資金サポート資金【セーフティネット】」は、国の経営安定関連保証（１号～８号）の対象者を主な融資対象としていることから、同保証の拡充に伴い、融資対象者が拡大されます。セーフティネット保証４号の実施期限２０２０年６月１日（月）まで&nbsp;（参考）県制度融資「経済環境適応資金サポート資金【セーフティネット】」（４号）概要区分認定要件融資対象中小企業信用保険法第２条第５項第４号の認定を受けている中小企業者（※認定機関は市区町村）【第４号認定の対象となる方】○愛知県において１年間以上継続して事業を行っていること。（例外業種を除き、全業種が対象）○新型コロナウイルス感染症の発生に起因して、その事業に係る影響を受けた後、原則として最近1か月間の売上高等が前年同月に比べて２０％以上減少しており、かつ、その後２か月間を含む３か月間の売上高等が前年同期に比べて２０％以上減少することが見込まれること。（売上高等の減少について、市区町村長の認定が必要）資金使途設備資金・運転資金融資期間利率３年年１．１％５年年１．２％７年年１．３％１０年年１．４％据置期間原則１年融資限度額８，０００万円担保・保証人保証協会所定信用保証要その他・責任共有制度の対象外資金（信用保証協会が100％の信用保証）・保証料率は０．７９％・一般保証とは別枠で信用保証枠が設定（無担保保証限度額は8 000万円）申込先県融資制度取扱金融機関認定先県内各市区町村&nbsp;&nbsp;
